~,CAT,RY,FRSX,KO,GE,AMT,MMM,TWTR,NNDM,EBAY,PYPL,CMRX,MO,BAC,AGLE,WBA,PG,TWST,TMO,RTX,HD,FB,GS,MS,FNKO,UNH,RUT,NVCN,PFE,JNJ,CSCO,NMRK,AAPL,FARM,MA,SCOR,SCON,FordMotor,BMY,HDB,NMRD,DVAX,TMUS,GOOG,SDC,BBI,FDX,V,NVCR,FRTA,UPS,UHT,NEE,INTC,FNLC,MCD,FEYE,AXP,PM,IBM,DEO,NFLX,MSFT,N225,TSLA,RIO,FARO,SLAB,KLXE,JPM,TD,MCFT,SNP,CIIC,CVX,BA,FNJN,VZ,USB-PO,DIS,MRK,CVS,UVV,TRV,NKE,ATEC,LOW,XOM,BBQ,IFRX,OPTT,IBKC,EXAS,PIXY,DHR,ATINC,EXC,WMT,TM,CVCO
UNH,0.3806595801743888,0.011272605413303443,-0.29271580142926457,0.22912616538123104,0.3617348512453737,0.503445580199072,0.1811463166515602,-0.39188242645410376,-0.4648906028533707,-0.045383532469619424,0.5324398410166581,-0.134060718673436,0.22358206898863303,0.376784510268863,0.20140022035914396,0.01077888855700622,0.4306281423388903,0.15390310268741406,0.8662991153806205,0.24900957373847452,0.3414087931301004,0.7082012354340911,0.4330439571857657,0.5773335730016198,-0.44504729401244864,1.0,0.27522818393243137,-0.20211346584967238,0.20328892145407024,0.820752018673214,-0.17329417277153422,0.27147421345151096,0.7936433200433677,-0.08878041020659161,0.6500297004512997,0.15977947364090003,-0.49243355901411845,-0.15628026654567206,0.8082433977493791,0.06865514784379174,-0.7107796759505856,0.4858166764937162,0.49080298956258833,0.7699711262646476,-0.6308171880586613,-0.5941913770623557,-0.06100555127443156,0.6517230403110024,0.3134042070743939,0.6991867206476332,-0.06268049313780981,0.5993363976222825,0.6372228230236738,0.7760541748899948,0.18769221502755276,-0.03166556193885283,0.29601171497727286,0.10840768903371097,0.5011053978229485,0.08644439014755431,-0.025234747651758854,0.5203767934989098,0.7827382950000125,0.36805352802064495,0.684817920291595,0.18815979851814155,0.5360866151618683,0.15781858108422522,-0.43056492403181645,0.3908359008216199,-0.07897494929927404,0.024065419740650816,-0.26261307542113127,-0.16941145583348446,-0.06038548256803007,-0.20377161334425345,-0.07006030157764163,0.26494164932064157,0.4538597331956835,0.14089017622668895,0.3587162877352156,0.628703208013999,-0.12146855371682051,-0.2420325907627729,0.6556118976337686,0.4793914784786358,0.5438658244915663,-0.17614170961738554,-0.16352656165828033,-0.04350231469923939,-0.5708236347789564,-0.07684130235068203,-0.1821832362273033,-0.5342411183586038,0.816102407358054,0.19312473189728233,-0.08899755270827157,0.4119903762981826,0.3546430601337739,0.32878539360308184
RUT,0.8597451232551595,0.9416641085387445,0.5669437598457424,0.8650412046680155,0.8740109531467419,-0.07347234294567291,0.8679298825958704,0.4975697361837191,0.48933956952036034,0.3040898306175921,0.1617102578170244,0.21998586911509674,0.7918635877709957,0.9452488128539087,0.7695024898082047,0.796482464979945,0.5258527063836579,-0.32076830265997996,0.18327381194177852,0.9594536167393608,0.6151723873798816,0.701402678951517,0.9392419611939836,0.8870200272939754,0.6039013769541065,0.27522818393243137,1.0,0.5045538849421469,0.540865425040722,0.18100124054078143,0.5793105035786137,0.9229210155965902,0.07480103240154727,0.7351958066227331,0.7087606125764315,0.3145212784422918,0.1426908892779262,0.8386319661745186,0.1490137112003337,0.8853982704945302,-0.0867641117096826,0.6490461686821356,-0.2291993796262564,0.429466289368546,-0.6151694530467315,0.22054823360957887,0.8380865498473431,0.6986121309810273,0.5044794147078039,0.5398883375507363,0.6392730799954992,0.5890990432092686,0.2690402941792867,0.21813929921370712,0.9086376271198396,0.7738935366992453,0.9300024992602767,0.9433881532895925,0.7614436020049178,0.855199304051162,0.8715769700437294,-0.3907086009296628,-0.088957447639872,0.8087664683722255,-0.24751801764597545,0.785565274784209,0.5616618433175672,0.8364157254355549,0.37261729987169895,0.9155748055441797,0.9121885035202282,0.7874336225617465,0.6069355569333632,-0.30401714986076,0.8635308189896561,0.8598786860626043,0.8052923895003763,0.7174768660053703,0.6951741550626992,0.9378973011522278,0.7883189214042261,0.5348514761941374,0.7405057208480263,0.7855499568849585,0.6963759262598448,0.8027267862509153,0.7936314500766113,0.8227571626134548,0.8218482007392394,-0.06510696665353564,0.4451565300118543,0.9242543755527011,0.6061206015523295,0.3872265194049986,0.24272977695385178,0.8035742110279016,0.844718645343576,-0.20612318580141265,0.7919783217094641,0.7745357128282929
NVCN,0.3823029970901482,0.5753841479106838,0.3846259376703951,0.24208602672786786,0.33718877953702475,-0.4225608490174015,0.6047335704035526,0.42615180097235994,0.8335614816067827,0.38073312536424814,0.14724933350201003,0.6122678616683642,0.6009576237313916,0.3288683900253612,0.19267974887807576,0.43704856634647044,-0.20079727533276617,-0.23504592809097224,-0.2642378019316946,0.39907644467158826,0.04358627710977246,0.12751067521404594,0.2634513587407974,0.2359391628303408,0.6874849552361854,-0.20211346584967238,0.5045538849421469,1.0,0.7558465323147111,-0.00935956153773161,0.7661133443553833,0.3288052326590943,-0.514507359271841,0.7810793189912739,-0.06184737829446557,0.661369157729754,0.5597652147508505,0.7314608163610691,-0.4041005049155873,0.7005565814630463,0.4863044373808094,0.22361505889875105,-0.46839365480874684,-0.3228895687077483,0.5481299914638565,0.6807626047806746,0.606538417416805,-0.05446128982437418,-0.3396243420883017,-0.24428897960574686,0.1327231522083996,-0.17793941507567626,-0.3984235447377126,-0.42286470605005805,0.3696353383273859,0.4466335001535889,0.4575074212480409,0.5268905636528683,0.19243355419657587,0.4448305857468084,0.7139975919182958,-0.17075797403740844,-0.5464856109564423,0.2921972285878906,-0.5640087709356001,0.7499332536547244,0.02176915338763072,0.3317588496511846,0.8163673389793362,0.2618337768772375,0.6292742938525799,0.7710480174488501,0.829355955710772,0.5753274081949267,0.6975247545106358,0.6378708154437003,0.7649567565871523,0.37072789592970207,0.31018340150255935,0.5402420718570594,0.3317734594290042,-0.21763208280068314,0.7721569575871235,0.6936408239049467,0.026039346445097082,0.04005853472741381,0.13391914362307078,0.7479837464438462,0.5069480052240873,0.3117478483836855,0.7799975505997951,0.642484826181578,0.5964561916972801,0.6764049887705359,-0.21584223918840637,0.15809636127750432,0.707464481221239,-0.4668552584410394,0.04073601954119775,0.017510773329976567
PFE,0.5208632920153051,0.502077357858347,0.398734429379291,0.22138916868950934,0.42873072560965014,-0.30285603632326824,0.712914595294782,0.24734201246332072,0.6563926738824593,0.44372896085483055,0.4875947085442125,0.7491891742938905,0.7318560922519712,0.401640619518275,0.24754975567559848,0.39128292357095423,-0.11347781553007316,-0.024864811371906374,0.08692172273584838,0.3877428782522059,0.08577110840607097,0.46925392578746755,0.40323901939612716,0.4110489595949126,0.5276088983505971,0.20328892145407024,0.540865425040722,0.7558465323147111,1.0,0.31578985616326244,0.8270691932658967,0.3306617133921032,-0.26546804534977547,0.7370138619683071,0.161666938827418,0.7111151551778407,0.5094086905540242,0.6529206003944859,-0.19149386446889527,0.6542323728593391,0.27135787354727964,0.26655912518925334,-0.28962695576407305,-0.0976033642750197,0.21723501474682944,0.4524397864866908,0.6190815063909645,0.19227404070700874,-0.2387031305317931,-0.08740720435574598,0.07876823691437203,-0.057863651251861416,-0.2789233749105947,-0.12950104113476366,0.3318542793203215,0.4319299869975432,0.5310618860264501,0.5279596458775414,0.387692511555502,0.5214405866769833,0.6909641756508691,0.15176015761542597,-0.2230721279113188,0.41851551333900183,-0.3211677135260893,0.876623881770545,0.1967391986759342,0.3939646270021672,0.7164392836043496,0.3059022157816715,0.5604590453907207,0.7346290931333423,0.7667084768166532,0.21364943554450344,0.6654643828943266,0.4800756459177662,0.7235536336019055,0.3375372347663047,0.4574665934564181,0.6019337967740117,0.4276352787136823,-0.09218752824567647,0.7689983782633105,0.580395739884142,0.21570904471612404,0.10330628002334637,0.2593628264727924,0.6773513974460987,0.35238744995633925,0.2566709516101529,0.5621980435696259,0.5506943256276674,0.6017373743516431,0.5176029940632381,0.13517320190221538,0.04356332326387313,0.5902735554582507,-0.2880680562813284,0.09418233965381348,-0.02468252493404077
JNJ,0.21731226381836882,-0.0552063013107168,-0.3235446179604952,0.17183755927649924,0.23123327616367287,0.5977209395283641,0.08195575776029,-0.2815516827464036,-0.3378608248317585,0.10665844415367302,0.6457096362909002,-0.009310761547488085,0.13570113593165928,0.2120933848775752,0.06298118976290819,-0.16745437708573033,0.3435735168616084,0.22910789541055243,0.8374382349128593,0.1127301314375094,0.27024077226851406,0.604139704492572,0.3001768729778771,0.4477103635790827,-0.39676497129022054,0.820752018673214,0.18100124054078143,-0.00935956153773161,0.31578985616326244,1.0,-0.05570416242230428,0.057950255126512716,0.6712364685220814,-0.10649830616809945,0.5465851479474065,0.27193850491138644,-0.3320948833320955,-0.17914094965002864,0.71130591235296,0.012649933996005648,-0.6061851230698609,0.3245556080651441,0.48941148602735757,0.634892541824062,-0.30129365062360125,-0.4258843792022261,-0.13551478273660603,0.5461257864016805,0.09626791919422457,0.5057698756025286,-0.24046244651476054,0.426278067406416,0.5728923685856947,0.6629398178022102,0.06639260857602801,0.02853019882099974,0.11498436012367201,0.04413629240543091,0.30734083832319603,0.12342854765871093,-0.008937320665991127,0.6725363899989458,0.7567038945387186,0.28257002710269913,0.6793244556644362,0.20081292110831303,0.5077923083847469,0.04429102253200824,-0.30043003283212283,0.2135399296106508,-0.13139142858338534,0.07932887933170091,-0.18479935265157718,0.34458738141244444,-0.08498881633088298,-0.23662914847274685,-0.03976405203359752,0.2680144899317422,0.39554726173135557,0.0403368050637878,0.315314583318136,0.38174537162289984,-0.08640687891471549,-0.20613505514749977,0.555541862273617,0.2490144958003463,0.42177240671584504,-0.17803631524342806,-0.2496986610006904,0.04139775325124409,-0.4445542343220158,-0.11818285311170057,-0.0841759283143344,-0.42158171234275216,0.8664007916510648,0.02811579215613776,-0.0011392048792801318,0.39180155841696396,0.1435814866401098,0.16731682901029693
CSCO,0.43244597691488673,0.63278106627154,0.6834519539819643,0.3293147619159654,0.42301897463741334,-0.42647303023492217,0.7253034393685338,0.6207762531962324,0.8506229880733852,0.5575397971290392,0.2684501464975925,0.7810849252493623,0.6961460583025242,0.3880417807951181,0.3496737640404649,0.46821181233506365,-0.14978557457134814,-0.03335064048137087,-0.2990277684182241,0.44010595099429406,0.08251360562144362,0.28117239730873606,0.40360527678086733,0.3044513967559014,0.8238762801075402,-0.17329417277153422,0.5793105035786137,0.7661133443553833,0.8270691932658967,-0.05570416242230428,1.0,0.3575598547452946,-0.5665211056017063,0.8123844634445503,0.08316517762452562,0.5298862553602331,0.7879127539550844,0.8271636747723354,-0.5262997451306078,0.6846382331870057,0.5317235489000677,0.059262068296332356,-0.42720896260380437,-0.2941988475030334,0.5011682499197764,0.7417862410171064,0.8015382638853328,0.11659309014202549,-0.10955207423787214,-0.25881469946204233,0.2670554164295879,-0.19409057497922472,-0.4352029998891327,-0.3911234294079403,0.37581052146615895,0.6706820337898758,0.50528029833413,0.6846377230623674,0.34767850203497225,0.6888767439817233,0.8178335731531319,-0.15634761257448443,-0.5130412498914635,0.33315142512459006,-0.5948195356931371,0.8213899911183574,0.12096927583012412,0.47714066976973435,0.8969612278686829,0.28083357020689326,0.7373049613376307,0.7878033789194706,0.9142895772345602,0.07006380574117403,0.810167224905465,0.6956457795187757,0.8385791993758064,0.23890773893423842,0.38493707626490364,0.6858536731094992,0.3702168134495426,-0.2741532983990807,0.8691946209254963,0.8195747382193562,0.04432689260596248,0.061929307834862356,0.1500949403507926,0.8453455906145432,0.5482320685958082,0.18082965070293425,0.8367048026556154,0.7249780026585303,0.8456442976350175,0.8112848475244209,-0.15413041413596645,0.10830862120997843,0.7550126423890388,-0.5288320859082833,0.09594079844161432,0.03407621299694634
NMRK,0.8646252913006067,0.8837710347456743,0.4379558556721549,0.8188744051513304,0.9043247447996955,-0.16146849480180855,0.770656336107213,0.30245110790885105,0.3495690882032039,0.009025276300403418,-0.0931807419795547,0.019001981371352072,0.7471324552293472,0.9577058455303054,0.6633405107464655,0.8707033177786946,0.5524674299661164,-0.49678735436378,0.15323564204529605,0.958176988531997,0.495441362505457,0.579520578508076,0.8909613943504683,0.8645369356946053,0.4759405483460138,0.27147421345151096,0.9229210155965902,0.3288052326590943,0.3306617133921032,0.057950255126512716,0.3575598547452946,1.0,0.15052115874898753,0.6448847061825785,0.6584984118637109,0.22998196322692452,-0.06836949238803099,0.7464146718867457,0.21915249029468187,0.8456412110394359,-0.198512213329236,0.7036518505931191,-0.32359293172762293,0.43964181000592856,-0.7679412638682808,0.046268530627525326,0.7236108848558611,0.6263488119088721,0.5801111952441079,0.6173294307524909,0.6781220821110591,0.6418228439834145,0.3057695781151712,0.26215623313522557,0.9317399018187317,0.5798387280405811,0.9267667821173495,0.8615063368255417,0.759004531879153,0.6816102688406225,0.7153115493521586,-0.5158359202912057,-0.09805108156715274,0.8250455342483525,-0.2443372492419338,0.6543766890646056,0.4117172330206584,0.7470320287445977,0.20510938720283145,0.957958912718663,0.8364504428905134,0.6440937461107078,0.4459120070221064,-0.6434243613474905,0.7222661772079787,0.7974288797289482,0.6616931100166763,0.6750016567801251,0.5269872471999627,0.8813541625403574,0.7448464556609662,0.6603401325037993,0.6055034312488591,0.6585348733152746,0.6681662749410152,0.862425522502382,0.7271032936747529,0.7017539453332382,0.7844192563773978,-0.14321602594364793,0.2810857591944515,0.8452364798669929,0.3711562626787158,0.20764410747205186,0.12457187243123855,0.8809256701268393,0.6906564384245142,-0.17017926607743716,0.8610953558964873,0.7939571905753775
AAPL,0.20195442077585024,-0.14148493058949727,-0.4418353511251221,0.19450381803692987,0.21326608508068162,0.654408028317955,-0.1360176909830161,-0.49868675748244123,-0.7577554914634363,-0.2836267456235655,0.30876939542643195,-0.5651721783479902,-0.18885425450685794,0.2569524203407035,0.11709565296730776,-0.13207118946828822,0.5773549330585699,0.058093027231948445,0.8820086362049671,0.13145439902369424,0.4476117314454539,0.5420701629686306,0.3230773730323061,0.4621882535387446,-0.6810633458177672,0.7936433200433677,0.07480103240154727,-0.514507359271841,-0.26546804534977547,0.6712364685220814,-0.5665211056017063,0.15052115874898753,1.0,-0.47707594541067194,0.6436305876834939,-0.22853526776033656,-0.8041984697399968,-0.4463549909806812,0.9611566088906941,-0.21950207790107767,-0.9016665685304436,0.3829397771461002,0.6298444799172609,0.8971184388805715,-0.6561508413704299,-0.8748720576741855,-0.36083849662338313,0.6362928917419285,0.39488575436023565,0.8121590373248202,-0.042252137914972294,0.6987416625836146,0.8446785208679517,0.9326256262055609,0.13585091188234277,-0.2138135138873943,0.10343697394997521,-0.10960904925318413,0.2507419291462977,-0.07615640388669562,-0.3336597451045654,0.3731692076024068,0.9205015035301556,0.30541487265771944,0.8524681499798249,-0.20398434965933135,0.47410855067890467,0.05876261443716529,-0.8077136074117409,0.3271051527858394,-0.2865102632453375,-0.30069191638128284,-0.6353088926610425,-0.7372165314120618,-0.36017234014931127,-0.3743421377732979,-0.4000344535336152,0.20922986236851102,0.21818127638798251,-0.13885112976549285,0.1645704171950304,0.7233721866109736,-0.447946041297332,-0.5093630788228545,0.6599197010591823,0.463381172087793,0.5159922120780573,-0.46864546387114914,-0.2502520535356986,-0.2571519156080151,-0.8047783146993449,-0.2738952958402629,-0.49902808503166207,-0.7651841819607086,0.7930809613521562,0.2805381082708725,-0.3014614322382006,0.6184293139871635,0.41422190819424504,0.4447945992750744
FARM,0.5937485239931195,0.7987689767894122,0.5345139779323399,0.47681726590959284,0.6390565819119699,-0.5099027839144478,0.7583234222180749,0.5144305690798828,0.8414117714724667,0.31054129485760074,0.044883778876462964,0.6091542539085902,0.8362837967605613,0.6062450648376396,0.4192992051319715,0.7026427384198832,-0.06985227141244735,-0.3000790625986393,-0.29773327045780695,0.6622398951625199,0.10878549385511244,0.2653671742254589,0.5084997072068578,0.47195418063791844,0.752935974598552,-0.08878041020659161,0.7351958066227331,0.7810793189912739,0.7370138619683071,-0.10649830616809945,0.8123844634445503,0.6448847061825785,-0.47707594541067194,1.0,0.16204216140324315,0.6492061015478682,0.5381664342893747,0.8985417744537493,-0.37828220546667257,0.8941532698627304,0.42251985479789544,0.3629945673455432,-0.5179410950585985,-0.18027068002472452,0.34985169594532356,0.6596681408407026,0.837644015752417,0.1470375695242442,-0.03249362177405728,-0.020055232755638263,0.3381928837491237,0.022682810477198584,-0.30401347769267045,-0.3364886879835619,0.6064714350455852,0.6075419597700821,0.7217656700257749,0.776586582119699,0.5405796515695461,0.6542067125625306,0.8449120680958045,-0.3447395346508285,-0.550585737375633,0.46678857462165035,-0.6108465713756229,0.8424796778302206,0.13009812992189748,0.48932117889849674,0.8175767757447696,0.5358863182108741,0.8506383853352986,0.8968289098251327,0.8777187831633854,0.45321502916286044,0.8472132168642722,0.8347584480209989,0.8942372949347243,0.40891331664953146,0.3802427993889129,0.8129769525734313,0.45606047735258237,-0.015180267128318766,0.8642165142374015,0.8565737941804692,0.17315281324384826,0.31025856181849787,0.2894355141221348,0.8869461577636097,0.7283463434280224,0.2630395304415772,0.7713322100443352,0.8520800964070963,0.6615324817426445,0.6631815663268185,-0.24775347270724213,0.38069623918042844,0.8222609054591774,-0.5641153290514738,0.30059603350174674,0.2499670187800829
MA,0.5985615603016451,0.5306614482535715,0.17420280068958816,0.7944890808162,0.7075599225695115,0.4934780383572965,0.4356016613100257,0.19803108272231915,-0.17051851480997857,0.13913299699557471,0.40453540674528876,-0.15601268652304895,0.37737614022968174,0.7429599943070249,0.5984765452004779,0.33191078936757495,0.7190479798519028,-0.0211831894486595,0.6485864350666054,0.697569662062602,0.7247893728529917,0.826959417256371,0.8339189323879866,0.8617077379013381,0.02377054075775408,0.6500297004512997,0.7087606125764315,-0.06184737829446557,0.161666938827418,0.5465851479474065,0.08316517762452562,0.6584984118637109,0.6436305876834939,0.16204216140324315,1.0,0.0020793937349733757,-0.2871562320449964,0.2865507023938328,0.631389955125161,0.4026807659943208,-0.5952655165291678,0.543320534101207,0.3286963251589901,0.848966051105071,-0.6683248330618532,-0.31256930476712724,0.35776282852078356,0.9867344919708315,0.6764164019598182,0.8510451814309898,0.34042445732826104,0.7984808102620216,0.7580941970066877,0.7062384175332904,0.6328728502661584,0.5465226402756566,0.6074056375132126,0.6317452866154097,0.6645420874430866,0.621298380813358,0.41176258589754267,0.022094218576034816,0.5564145736775424,0.5917458294360676,0.4127423535465155,0.36553174204594946,0.7629929076328427,0.5779974461660492,-0.24105313069595036,0.7669963108750953,0.44027935529393697,0.3571708328726748,0.004971625677996347,-0.7779764575007807,0.3480852521602822,0.3544127183601936,0.28384062055789416,0.49679042662966916,0.6280547364441322,0.5480954816217226,0.6041452543692053,0.7103184966517708,0.18826035929496893,0.2754240241926409,0.8562379528376877,0.7806720772082393,0.85190450786039,0.24430038027819204,0.39182842315022964,-0.23809402963813114,-0.18252937381595485,0.4467002317589496,0.23361108000300324,-0.1599916414595587,0.7183767676722213,0.6602125096461463,0.4478918649910472,0.16019822408878417,0.7303317530352079,0.8270602279949079
SCOR,0.2813974058226185,0.278529902285748,-0.1256429357775747,0.03305430319579118,0.39852977017262,-0.34623306420338745,0.39478397656406816,0.011021443383013911,0.5141477075845611,-0.04591704337550633,0.23148386651084402,0.5552891903035925,0.6457497048819694,0.24542557006054275,-0.10484689496029202,0.2102733897468971,-0.38073739468152773,-0.2019696097489164,-0.0586184593021135,0.24484314844772223,-0.2860359663496326,0.14113091106464692,0.13851047180636664,0.27616518974977305,0.2608042632363401,0.15977947364090003,0.3145212784422918,0.661369157729754,0.7111151551778407,0.27193850491138644,0.5298862553602331,0.22998196322692452,-0.22853526776033656,0.6492061015478682,0.0020793937349733757,1.0,0.3245821775051842,0.43787619488067275,-0.1040796910415698,0.5210934177674997,0.13905999330128566,0.3648268616302838,-0.30886836792292555,-0.1588065932696176,0.28931702707123336,0.40170456291114504,0.3687457247844671,-0.02735230520448877,-0.4399903301591289,-0.06599275409272286,-0.22440630033915776,-0.15610544964106196,-0.26268670154410506,-0.19946944800760966,0.2062820329823806,0.0983941306274549,0.34728971891967797,0.33135100796407696,0.29928724751457114,0.14864951196996992,0.41554396918474473,0.21437648181899036,-0.23452933933962278,0.18345816018279806,-0.21067544355118514,0.6748405959293342,-0.020256875336102338,-0.0009606638991106287,0.6031386760440486,0.1960787126675013,0.32044360318677234,0.6476671181965225,0.5984128008877719,0.7364090477034837,0.330416677546643,0.2817818466155098,0.5584125144936173,0.1253340852487667,0.14120601640444122,0.3626664777826983,0.1535567332029723,-0.15970323223665897,0.46999454419813824,0.3552754387833796,0.02515024266517361,-0.03749736931651327,0.01102656350943456,0.4024278726276356,0.09647517082647139,0.6190484568829293,0.36439976543281455,0.34521245270315665,0.23384253858458753,0.2829215373922301,-0.0540245404014633,-0.08588905419039758,0.4311170945451949,-0.5344775174583306,-0.12654126601546237,-0.15302285844073496
SCON,-0.0987615255804639,0.24128218639771987,0.583988918462936,0.010077761719733503,-0.030947866523469578,-0.4449387909916229,0.31737816983729084,0.6864028915004537,0.7418193016384802,0.603204557415598,0.16149169999738575,0.8122597237010575,0.3009888808570419,-0.10895261963944416,0.11600146715553508,0.0835666759208649,-0.4424176990156675,0.23358535735518263,-0.5850123008733461,-0.003105913244877451,-0.2007623850568307,-0.12140241471391572,-0.047843106206847855,-0.2096173129351765,0.7424648441889695,-0.49243355901411845,0.1426908892779262,0.5597652147508505,0.5094086905540242,-0.3320948833320955,0.7879127539550844,-0.06836949238803099,-0.8041984697399968,0.5381664342893747,-0.2871562320449964,0.3245821775051842,1.0,0.5435916334131945,-0.8135846309972987,0.27828132550450296,0.7905692935650495,-0.32818536612745275,-0.3926013110460363,-0.6085878323053246,0.5572971997695167,0.8787656105024936,0.5037446200089377,-0.25031587646355313,-0.29246564842194517,-0.6037929946348733,0.011606453323766471,-0.6011176834137377,-0.6664019009950638,-0.7179819494882411,-0.07083086781811165,0.49067449178348976,0.005236014861540504,0.31649942180977003,-0.05080484937629269,0.3752916387088792,0.5054829776147498,-0.10840828314248512,-0.652134771051657,-0.17022573219237047,-0.6233141561129605,0.4125475438809834,-0.03828870721616192,0.11950930185114796,0.8500824271870403,-0.2024705485884516,0.3879531989515042,0.49250442591734334,0.724988664028503,0.02659114544360492,0.5074318775172771,0.4166745577686852,0.554008328990976,-0.17568777906388766,0.08232762099025259,0.2977464349617096,-0.033623343240892334,-0.6645195134675047,0.5685247011160609,0.6205939675187283,-0.43055693706069204,-0.33915045470661104,-0.24669907793159873,0.5605518009918484,0.27950869455021515,0.29714626421995316,0.7958454682428627,0.3827006766289806,0.7431722250565066,0.8211850392105992,-0.3846274675374075,-0.2532935456447898,0.47646165874585417,-0.63972667746526,-0.3455885646938656,-0.287162171961175
FordMotor,0.668411592133319,0.8993026195941793,0.7260793917691113,0.644196203775016,0.6764581528175103,-0.4392688297351457,0.8662491162019578,0.6642521249960983,0.8451396887791743,0.37812313080396326,-0.017725377446162042,0.5059922895295902,0.8421529951373405,0.7082483057825659,0.5603577329902604,0.7899681763347299,0.14718787273393427,-0.39127300015086713,-0.2886282474147607,0.7800282303876572,0.2616429639799297,0.3496537342301469,0.6699938080510103,0.5517004532024153,0.9030388930931532,-0.15628026654567206,0.8386319661745186,0.7314608163610691,0.6529206003944859,-0.17914094965002864,0.8271636747723354,0.7464146718867457,-0.4463549909806812,0.8985417744537493,0.2865507023938328,0.43787619488067275,0.5435916334131945,1.0,-0.37024298094635316,0.9147052762685554,0.36727473309495046,0.3846993265295109,-0.6063080057541975,-0.103697694346983,0.335018997243116,0.6350312677042774,0.917021527903461,0.2843336281283217,0.21245003450116315,0.03753098625117483,0.5899611507655378,0.12283864139777859,-0.23441393211069425,-0.3011650760588771,0.7362446782342962,0.7751250380076363,0.7852588614736845,0.898742811228948,0.541321022727307,0.7635767873904978,0.9521093140535795,-0.541447111648903,-0.5753686149439129,0.6046697710730259,-0.6866500424081726,0.8417474631069419,0.18501588129872512,0.7154465327649937,0.766983617982755,0.6450002971107193,0.951183340426108,0.8489598696020945,0.8878092856907168,0.06839952711393836,0.9468688948385217,0.9469108715897501,0.9369042822044928,0.5165280045599498,0.4879659051893238,0.9141998016349384,0.6355626511284298,0.09740407893387416,0.9088061531312643,0.9584533802011619,0.28146901295769894,0.45258948619077016,0.41656983280433435,0.9811409483637686,0.8396263086664034,0.06891765107971046,0.8104849984971767,0.9569521460892251,0.7898197600496351,0.7510576576870203,-0.20020728550165728,0.5560850597821717,0.893394559296499,-0.5177894258853146,0.4760272707121707,0.4172280298125731
BMY,0.28901333746865643,-0.07334821322695777,-0.47265930874171835,0.2283655464633258,0.2585146284357762,0.6294926718955266,-0.05965262650107592,-0.5028463448431392,-0.6738653983692372,-0.307941296019702,0.2603391287734195,-0.5661517801835347,-0.08153551967099221,0.33121456556804063,0.14373877591011947,-0.061185809849749674,0.6019723833344187,-0.029192798979132236,0.8747327965658415,0.2085585055000279,0.43515713782397514,0.5338446884396362,0.361179478591056,0.5223754968115306,-0.6361231430418034,0.8082433977493791,0.1490137112003337,-0.4041005049155873,-0.19149386446889527,0.71130591235296,-0.5262997451306078,0.21915249029468187,0.9611566088906941,-0.37828220546667257,0.631389955125161,-0.1040796910415698,-0.8135846309972987,-0.37024298094635316,1.0,-0.11734267382508042,-0.9042756061927271,0.5232345106507446,0.5584100316771269,0.8893047887057948,-0.6034505153401478,-0.8323038568827181,-0.2910206673642321,0.607815777951075,0.3800707835976373,0.8166387809812091,0.008473389882113259,0.7492184637321204,0.8342787682666502,0.9047678950525465,0.21938580505351465,-0.19578494836602683,0.17305172826713086,-0.062991065686778,0.3026851544880667,-0.060760468642975754,-0.24729143653103725,0.32719635570395184,0.8654823524860484,0.38813701525736255,0.7851709815833897,-0.11255532130144359,0.45443184296770345,0.11283995268148876,-0.7441553777613529,0.39881928260057276,-0.22063133291163523,-0.22924741672342439,-0.5461933768007606,0.39330304639104663,-0.27613043091132133,-0.3017765033530684,-0.3088565002765731,0.34493329508635695,0.2921411195685215,-0.06526291986159756,0.2804870455983393,0.7731594887828065,-0.3792816341437073,-0.44311015390606295,0.7065771629333794,0.5223159784895732,0.5620027940623132,-0.3823025252476656,-0.21680121816450776,-0.15782395207498567,-0.7472578852139194,-0.1968989319966337,-0.47358222955816043,-0.7410943120403087,0.7730504800945889,0.3350017228048795,-0.22808429200797037,0.596920935566703,0.45822771082468766,0.4576986440899681
